word	pos	votes	roles
rustle	v	1	wordlist-2
rusty	adj	1	wordlist-2
ruthlessly	adv	1	wordlist-2
sacred	adj	1	wordlist-2
sadly	adv	1	wordlist-3
safe	adj	1	wordlist-1
safety	n	1	wordlist-1
sail	v	1	wordlist-1
salad	n	2	wordlist-1,wordlist-3
salary	n	1	wordlist-1
saliva	n	1	wordlist-2
salmon	n	1	wordlist-3
salon	n	2	wordlist-1,wordlist-3
salt	n	1	wordlist-1
salty	adj	3	wordlist-1,wordlist-2,wordlist-3
salute	n	1	wordlist-2
sample	n	2	wordlist-1,wordlist-2
sample	v	1	wordlist-2
sanction	n	2	wordlist-1,wordlist-2
sanction	v	2	wordlist-1,wordlist-2
sand	n	1	wordlist-1
sandal	n	2	wordlist-1,wordlist-2
sandwich	n	1	wordlist-1
sandy	adj	2	wordlist-1,wordlist-2
sanitary	adj	2	wordlist-2,wordlist-3
sanitation	n	1	wordlist-3
sarcasm	n	1	wordlist-2
sarcastic	adj	1	wordlist-2
satire	n	1	wordlist-2
satirical	adj	1	wordlist-2
satisfaction	n	1	wordlist-1
satisfactory	adj	1	wordlist-2
satisfied	adj	1	wordlist-1
saturate	v	1	wordlist-2
saturated	adj	1	wordlist-2
saturation	n	1	wordlist-2
sauce	n	3	wordlist-1,wordlist-2,wordlist-3
saucepan	n	2	wordlist-2,wordlist-3
saucer	n	1	wordlist-2
sausage	n	2	wordlist-1,wordlist-2
saute	v	1	wordlist-3
sauté	v	1	wordlist-2
savanna	n	1	wordlist-3
save	conj	1	wordlist-2
save	prep	2	wordlist-2,wordlist-3
save	v	2	wordlist-1,wordlist-3
saving	prep	1	wordlist-2
savory	adj	2	wordlist-2,wordlist-3
savour	v	1	wordlist-2
saw	n	1	wordlist-3
saw	v	1	wordlist-3
scale	n	2	wordlist-2,wordlist-3
scale	v	1	wordlist-2
scale down	phrv	1	wordlist-3
scale up	phrv	1	wordlist-3
scan	n	2	wordlist-1,wordlist-3
scan	v	3	wordlist-1,wordlist-2,wordlist-3
scandal	n	2	wordlist-1,wordlist-2
scar	n	2	wordlist-2,wordlist-3
scarce	adj	1	wordlist-2
scarcely	adv	2	wordlist-2,wordlist-3
scarcity	n	1	wordlist-2
scarf	n	2	wordlist-2,wordlist-3
scatter	v	2	wordlist-1,wordlist-2
scavenge	v	1	wordlist-2
scavenger	n	1	wordlist-2
scenario	n	1	wordlist-2
scene	n	1	wordlist-1
scenery	n	1	wordlist-3
scenic	adj	2	wordlist-1,wordlist-2
scent	n	2	wordlist-1,wordlist-2
scent	v	1	wordlist-1
schedule	n	2	wordlist-1,wordlist-2
scheduled	adj	1	wordlist-1
scholar	n	1	wordlist-2
scholarship	n	2	wordlist-1,wordlist-2
scientific	adj	1	wordlist-1
scissors	n	1	wordlist-1
scooter	n	2	wordlist-1,wordlist-2
scope	n	2	wordlist-2,wordlist-3
scorching	adj	1	wordlist-2
score	n	2	wordlist-2,wordlist-3
score	v	1	wordlist-3
scorn	n	1	wordlist-2
scorn	v	1	wordlist-2
scramble	v	1	wordlist-2
scrape	n	1	wordlist-2
scrape	v	1	wordlist-2
scrape off	phrv	1	wordlist-2
scratch	n	1	wordlist-1
scratch	v	1	wordlist-1
scream	n	1	wordlist-1
scream	v	1	wordlist-1
screen	n	2	wordlist-1,wordlist-3
screen	v	1	wordlist-3
screenplay	n	1	wordlist-2
screw	n	1	wordlist-1
screwdriver	n	2	wordlist-1,wordlist-3
script	n	1	wordlist-2
scripture	n	1	wordlist-2
scroll	v	1	wordlist-3
scrub	n	1	wordlist-2
scrub	v	2	wordlist-1,wordlist-2
scruffy	adj	2	wordlist-1,wordlist-2
scrumptious	adj	1	wordlist-2
scrutinize	v	1	wordlist-2
scrutiny	n	2	wordlist-2,wordlist-3
sculptor	n	1	wordlist-2
sculpture	n	2	wordlist-2,wordlist-3
sea level	phr	1	wordlist-1
seafood	n	3	wordlist-1,wordlist-2,wordlist-3
seal	n	1	wordlist-3
seal	v	1	wordlist-1
seam	n	3	wordlist-1,wordlist-2,wordlist-3
search	n	2	wordlist-1,wordlist-3
search	v	2	wordlist-1,wordlist-3
season	v	2	wordlist-1,wordlist-2
seasonal	adj	1	wordlist-1
seasoning	n	3	wordlist-1,wordlist-2,wordlist-3
seat belt	n	1	wordlist-1
seaweed	n	1	wordlist-3
sec.	abbr	1	wordlist-1
secondary	adj	2	wordlist-1,wordlist-2
secondhand	adj	1	wordlist-1
sect	n	1	wordlist-2
secular	adj	1	wordlist-2
secure	adj	1	wordlist-1
secure	v	1	wordlist-1
security	n	2	wordlist-1,wordlist-3
sedate	v	1	wordlist-3
sedative	n	1	wordlist-3
sediment	n	2	wordlist-2,wordlist-3
see you	phr	1	wordlist-3
seed	n	2	wordlist-1,wordlist-3
seed	v	2	wordlist-1,wordlist-3
seedy	adj	1	wordlist-3
seem	v	1	wordlist-3
seemingly	adv	2	wordlist-2,wordlist-3
segment	n	2	wordlist-2,wordlist-3
segment	v	1	wordlist-2
seizure	n	2	wordlist-2,wordlist-3
seldom	adv	1	wordlist-2
select	v	1	wordlist-1
self-aware	adj	1	wordlist-3
self-confident	adj	1	wordlist-1
self-conscious	adj	1	wordlist-2
self-employed	adj	1	wordlist-1
self-esteem	n	1	wordlist-2
selfish	adj	2	wordlist-1,wordlist-2
selfishness	n	1	wordlist-1
selfless	adj	2	wordlist-1,wordlist-2
sell out	phrv	1	wordlist-1
semi-	prefix	2	wordlist-1,wordlist-2
semi-final	n	1	wordlist-2
semicolon	n	1	wordlist-2
seminar	n	2	wordlist-1,wordlist-2
send	v	1	wordlist-3
senior	adj	1	wordlist-1
senior	n	1	wordlist-1
sensation	n	1	wordlist-1
sensible	adj	3	wordlist-1,wordlist-2,wordlist-3
sensitive	adj	2	wordlist-1,wordlist-2
sensor	n	1	wordlist-3
sentence	n	2	wordlist-1,wordlist-2
sentence	v	2	wordlist-1,wordlist-2
sentiment	n	1	wordlist-3
separate	v	2	wordlist-1,wordlist-2
separated	adj	1	wordlist-1
separation	n	1	wordlist-2
sequel	n	1	wordlist-2
sequence	n	1	wordlist-2
serene	adj	1	wordlist-2
serious	adj	1	wordlist-1
serious	adv	1	wordlist-1
seriously	adv	3	wordlist-1,wordlist-2,wordlist-3
serve	v	3	wordlist-1,wordlist-2,wordlist-3
server	n	2	wordlist-1,wordlist-3
service	n	1	wordlist-1
serving	n	3	wordlist-1,wordlist-2,wordlist-3
session	n	1	wordlist-2
set	v	1	wordlist-3
set down	phrv	1	wordlist-2
set in	phrv	1	wordlist-2
set off	phrv	2	wordlist-1,wordlist-3
set up	phrv	2	wordlist-1,wordlist-3
setback	n	1	wordlist-2
setting	n	1	wordlist-1
settings	n	1	wordlist-3
settle	v	1	wordlist-1
settle down	phrv	1	wordlist-1
settle down	v	1	wordlist-2
settle in	phrv	1	wordlist-1
several	pron	2	wordlist-2,wordlist-3
severance	n	1	wordlist-2
severe	adj	2	wordlist-1,wordlist-2
severely	adv	1	wordlist-2
sew	v	2	wordlist-1,wordlist-2
sewer	n	1	wordlist-2
shabby	adj	2	wordlist-2,wordlist-3
shade	n	2	wordlist-1,wordlist-2
shade	v	1	wordlist-2
shadow	n	1	wordlist-1
shadowy	adj	1	wordlist-2
shake	v	1	wordlist-1
shall	modal	1	wordlist-3
shallow	adj	2	wordlist-2,wordlist-3
shame	n	2	wordlist-1,wordlist-2
shampoo	n	1	wordlist-1
shampoo	v	2	wordlist-1,wordlist-2
shape	v	1	wordlist-1
share	n	1	wordlist-1
share	v	2	wordlist-1,wordlist-3
shared	adj	1	wordlist-1
shareholder	n	1	wordlist-2
shark	n	1	wordlist-3
sharp	adj	2	wordlist-1,wordlist-3
sharply	adv	1	wordlist-2
shatter	v	1	wordlist-2
shave	n	1	wordlist-2
shave	v	2	wordlist-1,wordlist-2
sheaf	n	1	wordlist-2
shear	v	1	wordlist-2
shed	n	3	wordlist-1,wordlist-2,wordlist-3
shed	v	1	wordlist-2
sheep	n	1	wordlist-3
sheer	adj	1	wordlist-3
sheer	adv	1	wordlist-3
sheet	n	1	wordlist-1
shelf	n	1	wordlist-1
shell	n	1	wordlist-3
shellfish	n	1	wordlist-3
shelter	n	1	wordlist-1
shelter	v	1	wordlist-1
shift	n	2	wordlist-1,wordlist-2
shift	v	2	wordlist-1,wordlist-2
shine	v	1	wordlist-1
shiny	adj	1	wordlist-1
shock	v	1	wordlist-1
shocked	adj	1	wordlist-1
shoelace	n	2	wordlist-1,wordlist-2
shoot	v	1	wordlist-1
shop window	n	1	wordlist-3
shopping centre	n	1	wordlist-3
shore	n	3	wordlist-1,wordlist-2,wordlist-3
shortage	n	1	wordlist-2
shortcoming	n	1	wordlist-2
shorten	v	1	wordlist-3
shortfall	n	1	wordlist-3
shortly	adv	2	wordlist-1,wordlist-2
shorts	n	1	wordlist-3
shot	n	1	wordlist-1
should	modal	1	wordlist-3
shout	n	1	wordlist-2
shout	v	2	wordlist-1,wordlist-2
shove	n	1	wordlist-2
shove	v	1	wordlist-2
show	n	1	wordlist-3
show	v	1	wordlist-3
show off	phrv	1	wordlist-3
show up	phrv	1	wordlist-3
shower	n	2	wordlist-1,wordlist-3
showroom	n	1	wordlist-3
shred	n	1	wordlist-2
shred	v	1	wordlist-2
shrewd	adj	2	wordlist-2,wordlist-3
shriek	n	1	wordlist-2
shriek	v	1	wordlist-2
shrill	adj	1	wordlist-2
shrimp	n	1	wordlist-3
shrink	v	3	wordlist-1,wordlist-2,wordlist-3
shrub	n	1	wordlist-2
shuffle	v	1	wordlist-2
shut down	phrv	1	wordlist-1
shut up	phrv	1	wordlist-3
shutdown	n	1	wordlist-3
shutter	n	1	wordlist-2
shy	adj	1	wordlist-1
sibling	n	1	wordlist-2
side effect	n	1	wordlist-3
sidestep	v	1	wordlist-2
sidewalk	n	3	wordlist-1,wordlist-2,wordlist-3
sideways	adj	1	wordlist-2
sideways	adv	2	wordlist-1,wordlist-2
sigh	n	1	wordlist-2
sight	n	1	wordlist-1
sightseeing	n	1	wordlist-2
sign	v	1	wordlist-3
sign up	phrv	1	wordlist-1
signal	n	1	wordlist-1
significance	n	1	wordlist-2
significant	adj	3	wordlist-1,wordlist-2,wordlist-3
significantly	adv	3	wordlist-1,wordlist-2,wordlist-3
signify	v	1	wordlist-3
signpost	n	1	wordlist-3
silent	adj	1	wordlist-1
silk	n	2	wordlist-1,wordlist-3
silky	adj	1	wordlist-2
silo	n	1	wordlist-2
sim	abbr	1	wordlist-2
similar	adj	1	wordlist-1
similarly	adv	2	wordlist-1,wordlist-3
simmer	v	2	wordlist-2,wordlist-3
simple	adj	2	wordlist-1,wordlist-3
simply	adv	2	wordlist-1,wordlist-3
simulate	v	1	wordlist-2
simulation	n	1	wordlist-2
simultaneous	adj	1	wordlist-2
simultaneously	adv	1	wordlist-2
sin	n	1	wordlist-2
sin	v	1	wordlist-2
since	conj	2	wordlist-1,wordlist-3
sincere	adj	2	wordlist-1,wordlist-2
sinewy	adj	1	wordlist-2
singer	n	1	wordlist-3
single	adj	1	wordlist-1
sink	n	1	wordlist-1
sink	v	1	wordlist-1
sip	n	1	wordlist-2
sip	v	3	wordlist-1,wordlist-2,wordlist-3
sit	v	1	wordlist-3
sit down	phrv	2	wordlist-1,wordlist-3
situation	n	1	wordlist-1
skeleton	n	1	wordlist-2
skeptical	adj	2	wordlist-2,wordlist-3
skepticism	n	1	wordlist-3
sketch	n	1	wordlist-2
sketch	v	1	wordlist-2
ski	v	1	wordlist-3
skiing	n	1	wordlist-3
skill	n	1	wordlist-1
skilled	adj	2	wordlist-1,wordlist-2
skillet	n	1	wordlist-2
skim	v	1	wordlist-2
skin	n	1	wordlist-1
skincare	n	1	wordlist-1
skirt	n	1	wordlist-3
skull	n	2	wordlist-2,wordlist-3
skyscraper	n	3	wordlist-1,wordlist-2,wordlist-3
slab	n	1	wordlist-3
slacks	n	1	wordlist-3
slag	n	1	wordlist-2
slang	n	1	wordlist-2
slaughter	n	1	wordlist-1
slaughter	v	2	wordlist-1,wordlist-3
sleep	v	1	wordlist-1
sleep in	phrv	1	wordlist-1
sleepless	adj	2	wordlist-1,wordlist-2
sleepwear	n	1	wordlist-3
sleepy	adj	1	wordlist-2
sleet	n	2	wordlist-2,wordlist-3
sleet	v	1	wordlist-2
sleeve	n	3	wordlist-1,wordlist-2,wordlist-3
sleeveless	adj	1	wordlist-1
slender	adj	1	wordlist-2
slice	n	2	wordlist-2,wordlist-3
slice	v	3	wordlist-1,wordlist-2,wordlist-3
slick	adj	1	wordlist-2
slide	v	1	wordlist-1
slight	adj	2	wordlist-2,wordlist-3
slightly	adv	3	wordlist-1,wordlist-2,wordlist-3
slim	adj	1	wordlist-1
slime	n	1	wordlist-2
slimy	adj	1	wordlist-2
sling	n	1	wordlist-3
sling	v	1	wordlist-2
slip	v	1	wordlist-1
slip away	phrv	1	wordlist-2
slipper	n	1	wordlist-1
slippers	n	1	wordlist-3
slippery	adj	1	wordlist-1
slit	n	1	wordlist-2
slit	v	1	wordlist-2
slope	n	3	wordlist-1,wordlist-2,wordlist-3
slope	v	1	wordlist-2
slow down	phrv	1	wordlist-3
slowly	adv	2	wordlist-1,wordlist-3
slug	n	1	wordlist-3
slum	n	1	wordlist-3
slumber	n	1	wordlist-2
slumber	v	1	wordlist-2
slump	n	1	wordlist-2
slump	v	1	wordlist-2
smart	adj	3	wordlist-1,wordlist-2,wordlist-3
smartphone	n	2	wordlist-1,wordlist-3
smash	n	1	wordlist-2
smash	v	2	wordlist-1,wordlist-2
smattering	n	1	wordlist-3
smell	n	1	wordlist-1
smell	v	2	wordlist-2,wordlist-3
smelly	adj	1	wordlist-1
smog	n	2	wordlist-2,wordlist-3
smoke	n	1	wordlist-1
smoke	v	1	wordlist-1
smoking	n	1	wordlist-1
smooth	adj	2	wordlist-1,wordlist-2
smooth	v	2	wordlist-1,wordlist-2
smoothly	adv	1	wordlist-2
sms	abbr	2	wordlist-2,wordlist-3
smuggle	v	1	wordlist-1
snack	n	3	wordlist-1,wordlist-2,wordlist-3
snack	v	1	wordlist-2
snail	n	1	wordlist-3
snake	n	1	wordlist-3
snap	n	1	wordlist-2
snap	v	1	wordlist-2
snatch	n	1	wordlist-2
snatch	v	1	wordlist-2
sneaker	n	2	wordlist-1,wordlist-2
sneeze	n	1	wordlist-1
sneeze	v	2	wordlist-1,wordlist-3
sniff	n	1	wordlist-2
sniff	v	1	wordlist-2
snip	v	1	wordlist-2
snob	n	1	wordlist-2
snooze	n	1	wordlist-2
snooze	v	1	wordlist-2
snore	n	1	wordlist-2
snore	v	1	wordlist-2
snorkeling	n	1	wordlist-2
snout	n	1	wordlist-2
snow	v	1	wordlist-1
snowdrift	n	1	wordlist-2
snowflake	n	1	wordlist-2
snug	adj	1	wordlist-3
so	interj	1	wordlist-3
so that	conj	1	wordlist-1
so to speak	phr	1	wordlist-2
soak	n	1	wordlist-2
soak	v	2	wordlist-1,wordlist-2
soaking	adj	1	wordlist-2
soccer	n	1	wordlist-3
sociable	adj	2	wordlist-1,wordlist-2
social	adj	1	wordlist-1
social media	n	1	wordlist-1
socialize	v	1	wordlist-2
society	n	1	wordlist-1
socio-	comb	1	wordlist-2
socket	n	3	wordlist-1,wordlist-2,wordlist-3
socks	n	1	wordlist-3
soft	adj	1	wordlist-1
soften	v	1	wordlist-1
software	n	2	wordlist-1,wordlist-3
soil	n	3	wordlist-1,wordlist-2,wordlist-3
solar	adj	1	wordlist-3
soldier	n	1	wordlist-1
sole	n	2	wordlist-1,wordlist-2
solicit	v	1	wordlist-2
solid	adj	2	wordlist-2,wordlist-3
solid	n	1	wordlist-1
solidarity	n	1	wordlist-2
solidify	v	2	wordlist-1,wordlist-2
solitude	n	1	wordlist-2
soloist	n	1	wordlist-2
solstice	n	2	wordlist-2,wordlist-3
solubility	n	1	wordlist-2
soluble	adj	1	wordlist-2
solution	n	1	wordlist-1
solve	v	1	wordlist-1
solvent	adj	1	wordlist-2
somber	adj	1	wordlist-2
some	pron	1	wordlist-3
somebody	pron	2	wordlist-2,wordlist-3
somehow	adv	1	wordlist-3
someone	pron	2	wordlist-2,wordlist-3
something	pron	1	wordlist-3
somewhat	adv	3	wordlist-1,wordlist-2,wordlist-3
song	n	1	wordlist-3
soon	adv	1	wordlist-1
soot	n	1	wordlist-2
sore	adj	3	wordlist-1,wordlist-2,wordlist-3
sore	n	1	wordlist-2
sorry	interj	1	wordlist-3
sort of	phr	1	wordlist-3
sort out	phrv	1	wordlist-3
sound	n	1	wordlist-1
sound	v	2	wordlist-2,wordlist-3
soundtrack	n	1	wordlist-2
soup	n	1	wordlist-1
sour	adj	3	wordlist-1,wordlist-2,wordlist-3
source	n	1	wordlist-1
southern	adj	1	wordlist-1
souvenir	n	1	wordlist-2
sovereign	adj	1	wordlist-2
sovereignty	n	1	wordlist-2
sow	v	3	wordlist-1,wordlist-2,wordlist-3
spacious	adj	2	wordlist-1,wordlist-2
spam	n	2	wordlist-1,wordlist-3
span	n	2	wordlist-2,wordlist-3
span	v	1	wordlist-2
spandex	n	1	wordlist-3
spar	v	1	wordlist-2
sparkle	n	2	wordlist-1,wordlist-2
sparkle	v	2	wordlist-1,wordlist-2
sparse	adj	1	wordlist-3
spasm	n	2	wordlist-2,wordlist-3
speak up	phrv	2	wordlist-1,wordlist-3
speaker	n	2	wordlist-1,wordlist-3
specialist	n	1	wordlist-2
specialize	v	2	wordlist-1,wordlist-2
specialize in	phrv	1	wordlist-2
species	n	2	wordlist-1,wordlist-2
specific	adj	1	wordlist-1
specifically	adv	1	wordlist-3
specimen	n	2	wordlist-2,wordlist-3
spectacle	n	1	wordlist-2
spectator	n	2	wordlist-2,wordlist-3
speculate	v	2	wordlist-2,wordlist-3
speculation	n	2	wordlist-2,wordlist-3
speculative	adj	1	wordlist-2
speech	n	1	wordlist-1
speed up	phrv	1	wordlist-3
speedometer	n	1	wordlist-2
spell	v	1	wordlist-2
spelling	n	2	wordlist-1,wordlist-2
sphere	n	1	wordlist-2
spherical	adj	1	wordlist-2
spice	n	3	wordlist-1,wordlist-2,wordlist-3
spicy	adj	3	wordlist-1,wordlist-2,wordlist-3
spider	n	1	wordlist-3
spike	n	1	wordlist-3
spill	n	2	wordlist-1,wordlist-2
spill	v	2	wordlist-1,wordlist-2
spin	v	1	wordlist-1
spine	n	2	wordlist-2,wordlist-3
spiral	adj	1	wordlist-2
spiral	n	1	wordlist-2
spite	n	1	wordlist-2
spiteful	adj	1	wordlist-2
splash	n	1	wordlist-2
splash	v	1	wordlist-2
splendid	adj	2	wordlist-2,wordlist-3
splendidly	adv	1	wordlist-3
split	n	1	wordlist-2
split	v	2	wordlist-1,wordlist-2
split up	phrv	1	wordlist-3
spoken	adj	1	wordlist-1
sponge	n	2	wordlist-1,wordlist-2
sponsor	n	1	wordlist-2
sponsor	v	1	wordlist-2
sponsorship	n	1	wordlist-2
spontaneously	adv	1	wordlist-2
spoon	n	2	wordlist-1,wordlist-3
sporadic	adj	1	wordlist-2
sporadically	adv	1	wordlist-2
sport	n	1	wordlist-3
sports	adj	1	wordlist-3
spotless	adj	1	wordlist-1
spouse	n	2	wordlist-1,wordlist-2
sprain	n	3	wordlist-1,wordlist-2,wordlist-3
sprain	v	3	wordlist-1,wordlist-2,wordlist-3
sprawl	n	1	wordlist-2
sprawl	v	1	wordlist-2
spray	n	2	wordlist-1,wordlist-2
spray	v	2	wordlist-1,wordlist-2
spread	v	1	wordlist-1
spread out	phrv	1	wordlist-1
spring	n	2	wordlist-2,wordlist-3
sprinkle	n	1	wordlist-2
sprinkle	v	1	wordlist-2
sprint	n	1	wordlist-2
sprint	v	1	wordlist-2
sprinter	n	1	wordlist-2
sprout	n	1	wordlist-2
sprout	v	1	wordlist-2
sq.	abbr	1	wordlist-1
square	n	2	wordlist-1,wordlist-3
squeak	n	1	wordlist-2
squeak	v	1	wordlist-2
squeeze	n	1	wordlist-2
squeeze	v	2	wordlist-1,wordlist-2
squeeze in	phrv	1	wordlist-2
squid	n	1	wordlist-3
squirrel	n	1	wordlist-3
squirt	n	1	wordlist-2
squirt	v	1	wordlist-2
stability	n	1	wordlist-2
stabilize	v	1	wordlist-2
stable	n	2	wordlist-1,wordlist-3
stack	n	1	wordlist-2
stack	v	2	wordlist-1,wordlist-2
stadium	n	3	wordlist-1,wordlist-2,wordlist-3
staff	n	1	wordlist-1
stage	n	1	wordlist-3
stagnant	adj	1	wordlist-2
stagnate	v	1	wordlist-2
stain	n	2	wordlist-1,wordlist-2
stain	v	2	wordlist-1,wordlist-2
stained	adj	1	wordlist-3
staircase	n	1	wordlist-1
stakeholder	n	1	wordlist-2
stale	adj	1	wordlist-2
stall	n	2	wordlist-2,wordlist-3
stamina	n	1	wordlist-2
stammer	v	1	wordlist-2
stance	n	2	wordlist-2,wordlist-3
stand	v	2	wordlist-2,wordlist-3
stand by	v	1	wordlist-2
stand out	phrv	1	wordlist-1
stand up	phrv	2	wordlist-1,wordlist-3
stand-up	adj	1	wordlist-2
standard	adj	3	wordlist-1,wordlist-2,wordlist-3
standardly	adv	1	wordlist-3
star	n	1	wordlist-3
stare	n	1	wordlist-2
stare	v	2	wordlist-1,wordlist-2
start	v	1	wordlist-3
starter	n	2	wordlist-1,wordlist-2
startup	n	1	wordlist-3
state	n	1	wordlist-1
state	v	1	wordlist-1
statement	n	1	wordlist-1
station	n	1	wordlist-3
stationary	adj	2	wordlist-1,wordlist-2
statistic	n	1	wordlist-2
statistical	adj	2	wordlist-1,wordlist-2
statistics	n	1	wordlist-1
statue	n	1	wordlist-3
stature	n	1	wordlist-2
stay	v	1	wordlist-2
stay up	phrv	1	wordlist-1
steadily	adv	1	wordlist-2
steak	n	1	wordlist-2
steal	v	1	wordlist-1
steam	n	1	wordlist-1
steam	v	3	wordlist-1,wordlist-2,wordlist-3
steel	n	1	wordlist-1
steep	adj	3	wordlist-1,wordlist-2,wordlist-3
steer	v	1	wordlist-2
steering	n	2	wordlist-1,wordlist-2
stellar	adj	1	wordlist-3
stem	n	1	wordlist-2
stem from	phrv	1	wordlist-2
stent	n	1	wordlist-3
step down	phrv	1	wordlist-2
stepchild	n	1	wordlist-2
stepfather	n	1	wordlist-2
stepmother	n	1	wordlist-2
steppe	n	1	wordlist-3
sterile	adj	1	wordlist-3
stew	n	2	wordlist-2,wordlist-3
stew	v	2	wordlist-2,wordlist-3
sticky	adj	2	wordlist-1,wordlist-2
stiff	adj	3	wordlist-1,wordlist-2,wordlist-3
stiffen	v	1	wordlist-2
stiffness	n	1	wordlist-2
stimulate	v	1	wordlist-2
sting	n	1	wordlist-2
sting	v	1	wordlist-2
stink	n	2	wordlist-1,wordlist-2
stink	v	2	wordlist-1,wordlist-2
stir	v	3	wordlist-1,wordlist-2,wordlist-3
stitch	n	2	wordlist-2,wordlist-3
stitch	v	1	wordlist-2
stock	n	1	wordlist-1
stockings	n	1	wordlist-3
stocky	adj	1	wordlist-2
stoic	adj	1	wordlist-2
stoic	n	1	wordlist-2
stomach	n	1	wordlist-1
stone	n	1	wordlist-1
stool	n	1	wordlist-2
stop	v	1	wordlist-3
stopover	n	1	wordlist-2
storage	n	2	wordlist-1,wordlist-3
store	v	1	wordlist-1
storefront	n	2	wordlist-2,wordlist-3
storm	n	1	wordlist-1
stormy	adj	1	wordlist-1
stout	adj	1	wordlist-2
stove	n	2	wordlist-1,wordlist-3
straightforward	adj	2	wordlist-2,wordlist-3
straightforwardly	adv	2	wordlist-2,wordlist-3
strain	n	1	wordlist-3
strain	v	1	wordlist-3
strait	n	2	wordlist-2,wordlist-3
strange	adj	1	wordlist-3
strangely	adv	1	wordlist-3
stranger	n	1	wordlist-2
strap	n	2	wordlist-1,wordlist-2
strategic	adj	1	wordlist-2
strategy	n	2	wordlist-1,wordlist-2
straw	n	2	wordlist-2,wordlist-3
stray	adj	1	wordlist-2
stray	v	1	wordlist-2
stream	n	2	wordlist-1,wordlist-2
stream	v	2	wordlist-1,wordlist-2
streamline	v	1	wordlist-2
streetlight	n	1	wordlist-3
strength	n	1	wordlist-1
stress	n	1	wordlist-1
stress	v	2	wordlist-1,wordlist-3
stressed	adj	1	wordlist-1
stretch	v	1	wordlist-1
stretcher	n	2	wordlist-2,wordlist-3
stretchy	adj	1	wordlist-3
stride	n	1	wordlist-2
stride	v	1	wordlist-2
strike	n	1	wordlist-1
strike	v	2	wordlist-1,wordlist-2
string	n	1	wordlist-1
strip	v	1	wordlist-2
stripe	n	1	wordlist-3
striped	adj	2	wordlist-1,wordlist-2
stroke	n	2	wordlist-2,wordlist-3
stroke	v	1	wordlist-2
strongly	adv	2	wordlist-1,wordlist-3
structure	n	1	wordlist-1
stubborn	adj	2	wordlist-1,wordlist-2
stumble	v	2	wordlist-1,wordlist-2
stunned	adj	1	wordlist-2
stunt	n	1	wordlist-2
stutter	n	1	wordlist-2
stutter	v	1	wordlist-2
stylish	adj	2	wordlist-1,wordlist-2
sub-	prefix	3	wordlist-1,wordlist-2,wordlist-3
subconscious	adj	1	wordlist-3
subconscious	n	1	wordlist-3
subject	n	1	wordlist-1
subjective	adj	2	wordlist-1,wordlist-2
sublet	v	1	wordlist-2
submerge	v	1	wordlist-2
submissive	adj	1	wordlist-2
subordinate	adj	1	wordlist-2
subordinate	n	1	wordlist-2
subscribe	v	1	wordlist-1
subscription	n	1	wordlist-1
subsequent	adj	1	wordlist-2
subsequently	adv	1	wordlist-2
subside	v	1	wordlist-2
subsidiary	n	1	wordlist-2
subsidize	v	1	wordlist-2
subsidy	n	1	wordlist-2
substance	n	2	wordlist-1,wordlist-2
substantial	adj	2	wordlist-2,wordlist-3
substantially	adv	1	wordlist-2
substitute	n	1	wordlist-2
substitute	v	1	wordlist-2
subtle	adj	1	wordlist-2
suburb	n	3	wordlist-1,wordlist-2,wordlist-3
suburban	adj	3	wordlist-1,wordlist-2,wordlist-3
subway	n	1	wordlist-3
success	n	1	wordlist-1
successful	adj	1	wordlist-1
successfully	adv	1	wordlist-1
successive	adj	1	wordlist-2
successor	n	1	wordlist-2
such	pron	1	wordlist-3
suddenly	adv	2	wordlist-1,wordlist-3
sue	v	1	wordlist-2
suffer	v	1	wordlist-1
sufficient	adj	1	wordlist-2
suffocate	v	1	wordlist-2
sugar	n	2	wordlist-1,wordlist-3
suggest	v	2	wordlist-1,wordlist-3
suit	v	1	wordlist-1
suitable	adj	1	wordlist-1
suitcase	n	3	wordlist-1,wordlist-2,wordlist-3
sullen	adj	1	wordlist-2
summarize	v	3	wordlist-1,wordlist-2,wordlist-3
summary	n	2	wordlist-1,wordlist-2
sunblock	n	1	wordlist-2
sunglasses	n	1	wordlist-3
sunlight	n	1	wordlist-1
sunrise	n	3	wordlist-1,wordlist-2,wordlist-3
sunscreen	n	2	wordlist-1,wordlist-2
sunset	n	3	wordlist-1,wordlist-2,wordlist-3
sunshine	n	1	wordlist-2
super-	prefix	3	wordlist-1,wordlist-2,wordlist-3
superb	adj	2	wordlist-2,wordlist-3
superb	adv	1	wordlist-3
superficial	adj	1	wordlist-2
superior	adj	1	wordlist-2
supermarket	n	1	wordlist-1
superstore	n	2	wordlist-2,wordlist-3
supervise	v	1	wordlist-2
supervisor	n	2	wordlist-1,wordlist-2
supple	adj	1	wordlist-2
supplier	n	2	wordlist-1,wordlist-2
supply	n	1	wordlist-1
supply	v	1	wordlist-1
support	n	1	wordlist-1
support	v	1	wordlist-1
supportive	adj	2	wordlist-1,wordlist-2
suppose	v	2	wordlist-1,wordlist-3
supposedly	adv	2	wordlist-2,wordlist-3
supposing	conj	1	wordlist-2
sure	adj	1	wordlist-1
surely	adv	2	wordlist-2,wordlist-3
surface	n	1	wordlist-1
surge	n	1	wordlist-3
surgeon	n	2	wordlist-2,wordlist-3
surgery	n	3	wordlist-1,wordlist-2,wordlist-3
