word	pos	band_median	votes	by_role
since	conj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
since	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sincere	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
sing	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
singer	n	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
single	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
singular	n	4	3	wordlist-1=5,wordlist-2=3,wordlist-3=4
sink	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
sink	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sip	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
sister	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
sister-in-law	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
sit	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sit down	phrv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
situation	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
six	num	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
size	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
skeptical	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
skill	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
skilled	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
skin	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
skirt	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
skull	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
sky	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
skyscraper	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
slaughter	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
sleep	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
sleep	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
sleepless	adj	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
sleet	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
sleeve	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slice	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slice	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
slide	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
slide	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
slight	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slightly	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slim	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slippery	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
slope	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
slow	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
slow down	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
slowly	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
small	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
smart	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
smartphone	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
smash	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
smell	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
smell	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
smile	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
smog	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
smoke	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
smooth	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
smooth	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
smoothness	n	4	3	wordlist-1=5,wordlist-2=4,wordlist-3=4
sms	abbr	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
snack	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
snake	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
sneaker	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
sneeze	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
sneeze	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
snow	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
snow	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
so	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
so	conj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
soak	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
soap	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sociable	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
social	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
society	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
sock	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
socket	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
sofa	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
soft	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
soften	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
softness	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
software	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
soil	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
soldier	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sole	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
solid	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
solid	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
solidify	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
solstice	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
solution	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
solve	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
some	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
some	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
somebody	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
someone	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
something	pron	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sometimes	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
somewhat	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
somewhere	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
son	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
song	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
soon	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sore	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sorrow	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
sorry	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sorry	interj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
sort	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
soul	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sound	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sound	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
soup	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sour	adj	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
sow	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
space	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
spacious	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
spam	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
span	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
spark	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
sparkle	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
sparkle	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
spasm	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
speak	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
speak up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
speaker	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
special	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
specialize	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
specially	adv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
species	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
specific	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
specimen	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
spectator	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
speculate	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
speculation	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
speech	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
speed	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
speed up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spell	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
spelling	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spend	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
spice	n	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
spicy	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spill	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
spill	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
spine	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
spirit	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
spiritual	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
splendid	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
split	n	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
split	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
split up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
split up	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spoken	adj	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
sponge	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
spoon	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sport	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
spouse	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
sprain	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
sprain	v	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
spray	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spray	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spread	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
spread	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
spring	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
square	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
square	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
squeeze	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
st	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
stable	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stack	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stadium	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
staff	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
stage	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stain	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stain	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stairs	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
stall	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stance	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stand	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stand for	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
stand up	phrv	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
standard	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
standard	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
star	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stare	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
start	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
start	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
start out	phrv	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
start over	phrv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
starter	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
state	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
state	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
statement	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
station	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
stationary	adj	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
statistical	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
statue	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
stay	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stay away	phrv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
steal	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
steam	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
steam	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
steep	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
steering	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
stem	n	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
step	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
step	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
stepdaughter	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
stepfather	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
stepmother	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
stepson	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
stew	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
stew	v	3	3	wordlist-1=3,wordlist-2=4,wordlist-3=3
stick	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
sticky	adj	3	3	wordlist-1=2,wordlist-2=3,wordlist-3=3
stiff	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stiffen	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
stiffness	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
still	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stink	n	4	3	wordlist-1=3,wordlist-2=4,wordlist-3=4
stink	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stir	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=1
stitch	n	2	3	wordlist-1=4,wordlist-2=2,wordlist-3=2
stomach	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stone	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stop	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stop	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stop by	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
storage	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
store	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
store	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
storefront	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
storm	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
story	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stove	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
straight	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
straight	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
straightforward	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
straightforwardly	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
strait	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
strange	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
strangely	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stranger	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
strap	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
strategy	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
straw	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stream	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
stream	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
street	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
strength	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
strengthen	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stress	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
stress	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
stretch	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
stretcher	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
strict	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
strike	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
strike	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
string	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
strip	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
striped	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
stroke	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
strong	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
strongly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
structure	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
stubborn	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
student	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
study	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
study	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stuff	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
stumble	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
stupid	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
style	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
stylish	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
sub-	prefix	4	3	wordlist-1=4,wordlist-2=2,wordlist-3=4
subject	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
subjective	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
substance	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
substantial	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
subtract	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
suburb	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
suburban	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
success	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
such	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
such	det	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
such	pron	1	3	wordlist-1=1,wordlist-2=2,wordlist-3=1
such as	prep	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sudden	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
suddenly	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
suffer	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
sugar	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
suggest	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
suggestion	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
suit	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
suitable	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
suitably	adv	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
suitcase	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
summarize	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
summary	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
summer	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sun	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sunrise	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
sunscreen	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
sunset	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
super-	prefix	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
superb	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
superstore	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
supervisor	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
supper	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
supplier	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
supply	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
supply	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
support	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
support	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
supportive	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
suppose	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
supposedly	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
sure	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
sure	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
surely	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
surface	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
surgeon	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
surgery	n	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
surplus	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
surprise	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
surprise	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
surprised	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
surrender	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
surrender	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
survey	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
survey	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
survival	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
survive	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
suspect	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
suspicion	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
suspicious	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
sustainable	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
swallow	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
swamp	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
sweat	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
sweat	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
sweep	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sweet	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
sweet	n	2	3	wordlist-1=4,wordlist-2=2,wordlist-3=2
swell	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
swelling	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
swim	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
swimsuit	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
switch	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
switch	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
symbol	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
sympathy	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
symptom	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
synthetic	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
syringe	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
syrup	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
system	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
table	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
tablecloth	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
tablet	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
tail	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
tailor	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
tailor	v	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
take	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
take apart	phrv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
take away	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
take back	phrv	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=3
take care	phr	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=3
take off	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
take out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
take over	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
take place	phrv	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
take up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
takeaway	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
talent	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
talented	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
talk	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
talk	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
talk to	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
tall	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
tame	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
tame	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
tanned	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
tap	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
tap	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
task	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
