word	pos	votes	roles
pleased	adj	2	wordlist-1,wordlist-2
pleasure	n	3	wordlist-1,wordlist-2,wordlist-3
plow	n	1	wordlist-2
plow	v	2	wordlist-2,wordlist-3
plug	n	1	wordlist-1
plump	adj	1	wordlist-3
plural	n	1	wordlist-1
plus	prep	1	wordlist-3
pm	abbr	2	wordlist-2,wordlist-3
pocket	n	3	wordlist-1,wordlist-2,wordlist-3
point	n	3	wordlist-1,wordlist-2,wordlist-3
point	v	1	wordlist-2
point out	phrv	3	wordlist-1,wordlist-2,wordlist-3
poison	n	1	wordlist-2
poison	v	1	wordlist-2
police	n	3	wordlist-1,wordlist-2,wordlist-3
police	v	1	wordlist-1
policy	n	2	wordlist-1,wordlist-3
polite	adj	3	wordlist-1,wordlist-2,wordlist-3
political	adj	3	wordlist-1,wordlist-2,wordlist-3
politics	n	2	wordlist-1,wordlist-2
pollinate	v	1	wordlist-3
pool	n	1	wordlist-1
poor	adj	2	wordlist-1,wordlist-2
poorly	adv	1	wordlist-2
popular	adj	2	wordlist-1,wordlist-3
port	n	3	wordlist-1,wordlist-2,wordlist-3
position	n	2	wordlist-1,wordlist-2
position	v	1	wordlist-2
positive	adj	1	wordlist-1
possibility	n	1	wordlist-3
possible	adj	2	wordlist-1,wordlist-2
possibly	adv	1	wordlist-2
post-	prefix	2	wordlist-1,wordlist-2
pot	n	3	wordlist-1,wordlist-2,wordlist-3
potato	n	1	wordlist-1
pour	v	3	wordlist-1,wordlist-2,wordlist-3
powder	n	2	wordlist-2,wordlist-3
power	n	3	wordlist-1,wordlist-2,wordlist-3
power	v	1	wordlist-1
powerful	adj	1	wordlist-2
practice	n	2	wordlist-1,wordlist-2
practice	v	2	wordlist-1,wordlist-2
praise	v	1	wordlist-3
pray	v	3	wordlist-1,wordlist-2,wordlist-3
prayer	n	2	wordlist-1,wordlist-2
pre-	prefix	2	wordlist-1,wordlist-2
pregnancy	n	2	wordlist-1,wordlist-2
pregnant	adj	2	wordlist-1,wordlist-2
prescribe	v	1	wordlist-3
present	adj	2	wordlist-2,wordlist-3
present	n	3	wordlist-1,wordlist-2,wordlist-3
presently	adv	1	wordlist-2
president	n	3	wordlist-1,wordlist-2,wordlist-3
press	n	1	wordlist-2
press	v	2	wordlist-2,wordlist-3
pretty	adj	3	wordlist-1,wordlist-2,wordlist-3
prevent	v	3	wordlist-1,wordlist-2,wordlist-3
previous	adj	2	wordlist-1,wordlist-3
price	n	2	wordlist-1,wordlist-2
pride	n	3	wordlist-1,wordlist-2,wordlist-3
priest	n	1	wordlist-2
print	n	1	wordlist-2
print	v	1	wordlist-2
printer	n	1	wordlist-1
prison	n	3	wordlist-1,wordlist-2,wordlist-3
prisoner	n	1	wordlist-1
private	adj	3	wordlist-1,wordlist-2,wordlist-3
prize	n	2	wordlist-1,wordlist-2
probably	adv	3	wordlist-1,wordlist-2,wordlist-3
problem	n	3	wordlist-1,wordlist-2,wordlist-3
process	n	3	wordlist-1,wordlist-2,wordlist-3
produce	v	2	wordlist-1,wordlist-2
product	n	2	wordlist-1,wordlist-2
profession	n	1	wordlist-2
professional	adj	2	wordlist-1,wordlist-2
profit	n	2	wordlist-1,wordlist-2
program	n	1	wordlist-1
program	v	1	wordlist-1
progress	n	1	wordlist-3
promise	n	1	wordlist-2
promise	v	1	wordlist-2
pronoun	n	1	wordlist-1
pronounce	v	1	wordlist-2
pronunciation	n	1	wordlist-1
proof	n	3	wordlist-1,wordlist-2,wordlist-3
proper	adj	1	wordlist-2
properly	adv	1	wordlist-2
protect	v	3	wordlist-1,wordlist-2,wordlist-3
protection	n	2	wordlist-1,wordlist-2
protest	n	1	wordlist-2
protest	v	1	wordlist-2
proud	adj	3	wordlist-1,wordlist-2,wordlist-3
prove	v	3	wordlist-1,wordlist-2,wordlist-3
provide	v	2	wordlist-1,wordlist-2
provided	conj	1	wordlist-3
prune	v	1	wordlist-3
public	adj	3	wordlist-1,wordlist-2,wordlist-3
public	n	2	wordlist-1,wordlist-2
pull	n	1	wordlist-2
pull	v	3	wordlist-1,wordlist-2,wordlist-3
pulse	n	1	wordlist-1
punish	v	3	wordlist-1,wordlist-2,wordlist-3
punishment	n	2	wordlist-1,wordlist-2
pure	adj	1	wordlist-2
purple	adj	1	wordlist-2
purpose	n	3	wordlist-1,wordlist-2,wordlist-3
purse	n	2	wordlist-2,wordlist-3
push	n	1	wordlist-2
push	v	3	wordlist-1,wordlist-2,wordlist-3
put	v	3	wordlist-1,wordlist-2,wordlist-3
put away	phrv	2	wordlist-1,wordlist-3
put back	phrv	1	wordlist-1
put down	phrv	2	wordlist-1,wordlist-3
put off	phrv	1	wordlist-2
put on	phrv	3	wordlist-1,wordlist-2,wordlist-3
put together	phrv	1	wordlist-2
put up	phrv	1	wordlist-1
quality	n	2	wordlist-2,wordlist-3
quantity	n	2	wordlist-1,wordlist-3
quarter	n	3	wordlist-1,wordlist-2,wordlist-3
queen	n	2	wordlist-2,wordlist-3
question	n	3	wordlist-1,wordlist-2,wordlist-3
question	v	2	wordlist-2,wordlist-3
quick	adj	1	wordlist-3
quickly	adv	3	wordlist-1,wordlist-2,wordlist-3
quiet	adj	3	wordlist-1,wordlist-2,wordlist-3
quit	v	1	wordlist-2
quite	adv	3	wordlist-1,wordlist-2,wordlist-3
race	n	3	wordlist-1,wordlist-2,wordlist-3
race	v	3	wordlist-1,wordlist-2,wordlist-3
radio	n	1	wordlist-2
rail	n	1	wordlist-3
rain	n	2	wordlist-1,wordlist-2
rain	v	2	wordlist-1,wordlist-2
raise	v	3	wordlist-1,wordlist-2,wordlist-3
range	n	1	wordlist-3
rare	adj	2	wordlist-2,wordlist-3
rarely	adv	2	wordlist-1,wordlist-2
rate	n	3	wordlist-1,wordlist-2,wordlist-3
rather	adv	3	wordlist-1,wordlist-2,wordlist-3
raw	adj	2	wordlist-1,wordlist-3
razor	n	2	wordlist-1,wordlist-3
rd	abbr	1	wordlist-3
re-	prefix	2	wordlist-1,wordlist-2
reach	v	2	wordlist-1,wordlist-2
read	adj	1	wordlist-1
read	v	3	wordlist-1,wordlist-2,wordlist-3
reader	n	1	wordlist-1
readily	adv	1	wordlist-2
ready	adj	2	wordlist-1,wordlist-2
real	adj	2	wordlist-1,wordlist-2
realize	v	3	wordlist-1,wordlist-2,wordlist-3
really	adv	3	wordlist-1,wordlist-2,wordlist-3
reason	n	3	wordlist-1,wordlist-2,wordlist-3
reason	v	3	wordlist-1,wordlist-2,wordlist-3
reasonable	adj	1	wordlist-3
rebel	v	1	wordlist-2
receipt	n	2	wordlist-1,wordlist-2
recent	adj	1	wordlist-1
recently	adv	2	wordlist-1,wordlist-3
recipe	n	1	wordlist-1
recognize	v	3	wordlist-1,wordlist-2,wordlist-3
record	n	1	wordlist-2
record	v	1	wordlist-2
recover	v	2	wordlist-1,wordlist-2
recovery	n	1	wordlist-2
red	adj	2	wordlist-2,wordlist-3
reduce	v	1	wordlist-1
refer	v	1	wordlist-1
reflect	v	1	wordlist-1
refuse	v	2	wordlist-1,wordlist-3
regarding	prep	1	wordlist-3
regret	n	1	wordlist-3
regret	v	2	wordlist-2,wordlist-3
regular	adj	2	wordlist-2,wordlist-3
regularly	adv	1	wordlist-2
relate	v	2	wordlist-1,wordlist-2
related	adj	2	wordlist-1,wordlist-2
relation	n	2	wordlist-1,wordlist-3
relationship	n	3	wordlist-1,wordlist-2,wordlist-3
relative	n	3	wordlist-1,wordlist-2,wordlist-3
relax	v	3	wordlist-1,wordlist-2,wordlist-3
relief	n	1	wordlist-1
relieved	adj	1	wordlist-1
religion	n	3	wordlist-1,wordlist-2,wordlist-3
religious	adj	2	wordlist-1,wordlist-2
remain	v	2	wordlist-2,wordlist-3
remember	v	3	wordlist-1,wordlist-2,wordlist-3
remind	v	1	wordlist-2
remove	v	2	wordlist-1,wordlist-3
rent	n	1	wordlist-1
rent	v	1	wordlist-1
repair	n	2	wordlist-1,wordlist-2
repair	v	2	wordlist-1,wordlist-2
repeat	v	2	wordlist-1,wordlist-2
reply	n	1	wordlist-2
reply	v	2	wordlist-1,wordlist-2
report	n	1	wordlist-2
report	v	1	wordlist-2
represent	v	2	wordlist-1,wordlist-2
representative	n	1	wordlist-1
reptile	n	2	wordlist-2,wordlist-3
republic	n	1	wordlist-3
require	v	1	wordlist-1
rescue	n	2	wordlist-2,wordlist-3
rescue	v	2	wordlist-2,wordlist-3
research	n	3	wordlist-1,wordlist-2,wordlist-3
research	v	2	wordlist-1,wordlist-2
respect	n	2	wordlist-1,wordlist-2
respect	v	3	wordlist-1,wordlist-2,wordlist-3
respectful	adj	1	wordlist-1
rest	n	3	wordlist-1,wordlist-2,wordlist-3
rest	v	3	wordlist-1,wordlist-2,wordlist-3
restaurant	n	1	wordlist-1
result	n	3	wordlist-1,wordlist-2,wordlist-3
result	v	2	wordlist-1,wordlist-3
result in	phrv	1	wordlist-2
retire	v	2	wordlist-1,wordlist-2
retirement	n	1	wordlist-1
return	v	2	wordlist-1,wordlist-3
rhythm	n	2	wordlist-1,wordlist-3
rice	n	2	wordlist-1,wordlist-3
rich	adj	2	wordlist-1,wordlist-2
ride	n	3	wordlist-1,wordlist-2,wordlist-3
ride	v	3	wordlist-1,wordlist-2,wordlist-3
right	adj	3	wordlist-1,wordlist-2,wordlist-3
right	adv	3	wordlist-1,wordlist-2,wordlist-3
right	interj	1	wordlist-3
right	n	3	wordlist-1,wordlist-2,wordlist-3
ring	n	3	wordlist-1,wordlist-2,wordlist-3
ring	v	2	wordlist-2,wordlist-3
ripe	adj	3	wordlist-1,wordlist-2,wordlist-3
rise	v	3	wordlist-1,wordlist-2,wordlist-3
risk	n	3	wordlist-1,wordlist-2,wordlist-3
risk	v	1	wordlist-2
river	n	2	wordlist-1,wordlist-2
road	n	3	wordlist-1,wordlist-2,wordlist-3
roast	v	2	wordlist-1,wordlist-3
rob	v	1	wordlist-3
rock	n	3	wordlist-1,wordlist-2,wordlist-3
roll	n	1	wordlist-2
roll	v	2	wordlist-1,wordlist-2
roof	n	2	wordlist-1,wordlist-2
room	n	2	wordlist-1,wordlist-2
roommate	n	1	wordlist-3
root	n	3	wordlist-1,wordlist-2,wordlist-3
rope	n	2	wordlist-1,wordlist-2
rot	n	1	wordlist-2
rot	v	2	wordlist-2,wordlist-3
rough	adj	3	wordlist-1,wordlist-2,wordlist-3
roughness	n	1	wordlist-3
round	adj	3	wordlist-1,wordlist-2,wordlist-3
route	n	3	wordlist-1,wordlist-2,wordlist-3
routine	n	3	wordlist-1,wordlist-2,wordlist-3
rub	n	1	wordlist-2
rub	v	2	wordlist-1,wordlist-2
rubber	n	2	wordlist-1,wordlist-3
rude	adj	3	wordlist-1,wordlist-2,wordlist-3
rug	n	1	wordlist-2
ruin	n	1	wordlist-2
ruin	v	1	wordlist-2
rule	n	3	wordlist-1,wordlist-2,wordlist-3
rule	v	3	wordlist-1,wordlist-2,wordlist-3
run	v	3	wordlist-1,wordlist-2,wordlist-3
run away	phrv	1	wordlist-1
run out	phrv	3	wordlist-1,wordlist-2,wordlist-3
sacred	adj	1	wordlist-2
sad	adj	3	wordlist-1,wordlist-2,wordlist-3
safe	adj	3	wordlist-1,wordlist-2,wordlist-3
safely	adv	1	wordlist-2
safety	n	2	wordlist-2,wordlist-3
sail	n	2	wordlist-2,wordlist-3
sail	v	2	wordlist-2,wordlist-3
salad	n	1	wordlist-3
salary	n	2	wordlist-1,wordlist-2
sale	n	2	wordlist-1,wordlist-2
saliva	n	1	wordlist-3
salt	n	3	wordlist-1,wordlist-2,wordlist-3
salty	adj	3	wordlist-1,wordlist-2,wordlist-3
same	adj	3	wordlist-1,wordlist-2,wordlist-3
sand	n	3	wordlist-1,wordlist-2,wordlist-3
sandal	n	1	wordlist-1
satisfaction	n	2	wordlist-1,wordlist-2
satisfied	adj	1	wordlist-1
satisfy	v	1	wordlist-2
sauce	n	1	wordlist-3
save	v	2	wordlist-1,wordlist-2
say	v	3	wordlist-1,wordlist-2,wordlist-3
scale	n	2	wordlist-2,wordlist-3
scar	n	1	wordlist-3
scarcely	adv	2	wordlist-2,wordlist-3
scarf	n	1	wordlist-3
scene	n	1	wordlist-1
scent	n	2	wordlist-2,wordlist-3
schedule	n	1	wordlist-3
school	n	3	wordlist-1,wordlist-2,wordlist-3
science	n	2	wordlist-1,wordlist-2
scientific	adj	2	wordlist-1,wordlist-2
scissors	n	1	wordlist-1
score	n	3	wordlist-1,wordlist-2,wordlist-3
score	v	3	wordlist-1,wordlist-2,wordlist-3
scrape	n	1	wordlist-2
scrape	v	1	wordlist-2
scratch	n	1	wordlist-2
scratch	v	1	wordlist-2
screen	n	2	wordlist-1,wordlist-2
sea	n	3	wordlist-1,wordlist-2,wordlist-3
search	n	1	wordlist-1
search	v	1	wordlist-1
season	n	3	wordlist-1,wordlist-2,wordlist-3
seat	n	2	wordlist-1,wordlist-2
seat	v	1	wordlist-2
sec.	abbr	2	wordlist-1,wordlist-2
second	adj	3	wordlist-1,wordlist-2,wordlist-3
second	n	3	wordlist-1,wordlist-2,wordlist-3
second	num	2	wordlist-2,wordlist-3
secret	adj	1	wordlist-2
secret	n	1	wordlist-2
secure	adj	2	wordlist-2,wordlist-3
security	n	2	wordlist-2,wordlist-3
see	v	2	wordlist-2,wordlist-3
see you	phr	1	wordlist-3
seed	n	2	wordlist-2,wordlist-3
seem	v	3	wordlist-1,wordlist-2,wordlist-3
seldom	adv	1	wordlist-2
self-	comb	1	wordlist-2
selfish	adj	3	wordlist-1,wordlist-2,wordlist-3
sell	v	3	wordlist-1,wordlist-2,wordlist-3
seller	n	1	wordlist-1
semi-	prefix	1	wordlist-2
senate	n	1	wordlist-3
send	v	2	wordlist-1,wordlist-3
sense	n	3	wordlist-1,wordlist-2,wordlist-3
sense	v	2	wordlist-1,wordlist-2
sensible	adj	1	wordlist-1
sensitive	adj	1	wordlist-3
sentence	n	3	wordlist-1,wordlist-2,wordlist-3
sentence	v	2	wordlist-1,wordlist-3
separate	adj	1	wordlist-2
separate	v	1	wordlist-2
serious	adj	3	wordlist-1,wordlist-2,wordlist-3
seriously	adv	2	wordlist-2,wordlist-3
serve	v	3	wordlist-1,wordlist-2,wordlist-3
server	n	1	wordlist-1
service	n	2	wordlist-1,wordlist-2
set	v	3	wordlist-1,wordlist-2,wordlist-3
set off	phrv	1	wordlist-2
set up	phrv	3	wordlist-1,wordlist-2,wordlist-3
seven	num	3	wordlist-1,wordlist-2,wordlist-3
several	det	1	wordlist-2
several	pron	1	wordlist-2
sew	v	1	wordlist-2
sex	n	2	wordlist-1,wordlist-2
shade	n	2	wordlist-2,wordlist-3
shadow	n	2	wordlist-2,wordlist-3
shake	n	1	wordlist-2
shake	v	1	wordlist-2
shall	modal	2	wordlist-2,wordlist-3
shallow	adj	3	wordlist-1,wordlist-2,wordlist-3
shame	n	3	wordlist-1,wordlist-2,wordlist-3
shampoo	n	2	wordlist-1,wordlist-3
shape	n	3	wordlist-1,wordlist-2,wordlist-3
shape	v	2	wordlist-1,wordlist-2
share	v	2	wordlist-1,wordlist-2
sharp	adj	3	wordlist-1,wordlist-2,wordlist-3
shave	v	2	wordlist-1,wordlist-2
she	pron	3	wordlist-1,wordlist-2,wordlist-3
sheep	n	2	wordlist-2,wordlist-3
sheet	n	1	wordlist-2
shelf	n	2	wordlist-1,wordlist-2
shell	n	1	wordlist-3
shh	interj	2	wordlist-1,wordlist-3
shine	v	3	wordlist-1,wordlist-2,wordlist-3
ship	n	3	wordlist-1,wordlist-2,wordlist-3
shirt	n	3	wordlist-1,wordlist-2,wordlist-3
shock	n	2	wordlist-2,wordlist-3
shock	v	2	wordlist-2,wordlist-3
shoe	n	3	wordlist-1,wordlist-2,wordlist-3
shop	n	3	wordlist-1,wordlist-2,wordlist-3
shop	v	2	wordlist-1,wordlist-2
shore	n	2	wordlist-1,wordlist-2
short	adj	3	wordlist-1,wordlist-2,wordlist-3
should	modal	2	wordlist-2,wordlist-3
shoulder	n	2	wordlist-1,wordlist-2
shout	n	1	wordlist-2
shout	v	2	wordlist-2,wordlist-3
show	n	3	wordlist-1,wordlist-2,wordlist-3
show	v	3	wordlist-1,wordlist-2,wordlist-3
show up	phrv	3	wordlist-1,wordlist-2,wordlist-3
shower	n	2	wordlist-1,wordlist-2
shower	v	1	wordlist-2
shrink	v	2	wordlist-2,wordlist-3
shut	v	1	wordlist-2
shut up	phrv	1	wordlist-3
shy	adj	3	wordlist-1,wordlist-2,wordlist-3
sick	adj	3	wordlist-1,wordlist-2,wordlist-3
sickness	n	2	wordlist-2,wordlist-3
side	n	3	wordlist-1,wordlist-2,wordlist-3
sidewalk	n	1	wordlist-3
sight	n	2	wordlist-2,wordlist-3
sign	n	3	wordlist-1,wordlist-2,wordlist-3
sign	v	1	wordlist-2
silence	n	2	wordlist-2,wordlist-3
silent	adj	1	wordlist-2
silk	n	1	wordlist-2
silly	adj	3	wordlist-1,wordlist-2,wordlist-3
silver	adj	1	wordlist-2
silver	n	1	wordlist-2
similar	adj	3	wordlist-1,wordlist-2,wordlist-3
similarity	n	1	wordlist-3
similarly	adv	1	wordlist-2
simple	adj	2	wordlist-1,wordlist-2
simply	adv	3	wordlist-1,wordlist-2,wordlist-3
since	conj	3	wordlist-1,wordlist-2,wordlist-3
since	prep	3	wordlist-1,wordlist-2,wordlist-3
sing	v	3	wordlist-1,wordlist-2,wordlist-3
singer	n	1	wordlist-1
single	adj	3	wordlist-1,wordlist-2,wordlist-3
singular	n	1	wordlist-1
sink	n	2	wordlist-1,wordlist-2
sink	v	1	wordlist-1
sister	n	3	wordlist-1,wordlist-2,wordlist-3
sister-in-law	n	1	wordlist-3
sit	v	3	wordlist-1,wordlist-2,wordlist-3
sit down	phrv	3	wordlist-1,wordlist-2,wordlist-3
situation	n	2	wordlist-1,wordlist-3
six	num	3	wordlist-1,wordlist-2,wordlist-3
size	n	3	wordlist-1,wordlist-2,wordlist-3
skill	n	3	wordlist-1,wordlist-2,wordlist-3
skilled	adj	1	wordlist-2
skin	n	3	wordlist-1,wordlist-2,wordlist-3
skirt	n	2	wordlist-1,wordlist-2
sky	n	2	wordlist-1,wordlist-2
sleep	n	3	wordlist-1,wordlist-2,wordlist-3
sleep	v	3	wordlist-1,wordlist-2,wordlist-3
slice	v	1	wordlist-3
slide	n	1	wordlist-2
slide	v	2	wordlist-1,wordlist-2
slim	adj	1	wordlist-3
slippery	adj	1	wordlist-1
slow	adj	3	wordlist-1,wordlist-2,wordlist-3
slow down	phrv	2	wordlist-2,wordlist-3
slowly	adv	3	wordlist-1,wordlist-2,wordlist-3
small	adj	3	wordlist-1,wordlist-2,wordlist-3
smart	adj	3	wordlist-1,wordlist-2,wordlist-3
smash	v	1	wordlist-2
smell	n	2	wordlist-2,wordlist-3
smell	v	2	wordlist-2,wordlist-3
smile	n	1	wordlist-3
smoke	n	3	wordlist-1,wordlist-2,wordlist-3
smooth	adj	3	wordlist-1,wordlist-2,wordlist-3
smoothness	n	1	wordlist-3
snack	n	1	wordlist-3
snake	n	1	wordlist-2
sneeze	n	1	wordlist-2
sneeze	v	2	wordlist-1,wordlist-2
snow	n	2	wordlist-1,wordlist-2
snow	v	2	wordlist-1,wordlist-2
so	adv	3	wordlist-1,wordlist-2,wordlist-3
so	conj	3	wordlist-1,wordlist-2,wordlist-3
soap	n	3	wordlist-1,wordlist-2,wordlist-3
social	adj	3	wordlist-1,wordlist-2,wordlist-3
society	n	3	wordlist-1,wordlist-2,wordlist-3
sock	n	3	wordlist-1,wordlist-2,wordlist-3
socket	n	1	wordlist-1
sofa	n	1	wordlist-1
soft	adj	3	wordlist-1,wordlist-2,wordlist-3
soften	v	1	wordlist-3
softness	n	1	wordlist-3
software	n	1	wordlist-1
soil	n	3	wordlist-1,wordlist-2,wordlist-3
soldier	n	2	wordlist-1,wordlist-2
solid	adj	3	wordlist-1,wordlist-2,wordlist-3
solid	n	3	wordlist-1,wordlist-2,wordlist-3
solution	n	3	wordlist-1,wordlist-2,wordlist-3
solve	v	3	wordlist-1,wordlist-2,wordlist-3
some	det	3	wordlist-1,wordlist-2,wordlist-3
some	pron	2	wordlist-1,wordlist-2
somebody	pron	1	wordlist-2
someone	pron	3	wordlist-1,wordlist-2,wordlist-3
something	pron	3	wordlist-1,wordlist-2,wordlist-3
sometimes	adv	3	wordlist-1,wordlist-2,wordlist-3
somewhere	adv	2	wordlist-1,wordlist-2
son	n	3	wordlist-1,wordlist-2,wordlist-3
song	n	3	wordlist-1,wordlist-2,wordlist-3
soon	adv	3	wordlist-1,wordlist-2,wordlist-3
sorrow	n	2	wordlist-2,wordlist-3
sorry	adj	2	wordlist-1,wordlist-3
sorry	interj	3	wordlist-1,wordlist-2,wordlist-3
sort	n	1	wordlist-2
soul	n	1	wordlist-2
sound	n	3	wordlist-1,wordlist-2,wordlist-3
sound	v	2	wordlist-2,wordlist-3
soup	n	2	wordlist-1,wordlist-3
sour	adj	3	wordlist-1,wordlist-2,wordlist-3
sow	v	2	wordlist-2,wordlist-3
space	n	3	wordlist-1,wordlist-2,wordlist-3
spark	n	1	wordlist-2
speak	v	3	wordlist-1,wordlist-2,wordlist-3
speak up	phrv	1	wordlist-3
speaker	n	1	wordlist-1
special	adj	2	wordlist-1,wordlist-2
specially	adv	1	wordlist-2
specific	adj	1	wordlist-2
speech	n	1	wordlist-2
speed	n	3	wordlist-1,wordlist-2,wordlist-3
speed up	phrv	1	wordlist-2
spell	v	2	wordlist-1,wordlist-2
spelling	n	2	wordlist-1,wordlist-2
spend	v	2	wordlist-1,wordlist-2
spice	n	1	wordlist-3
spicy	adj	1	wordlist-1
spill	v	1	wordlist-2
spirit	n	1	wordlist-2
spiritual	adj	1	wordlist-2
split	n	1	wordlist-2
split	v	2	wordlist-2,wordlist-3
split up	phrv	1	wordlist-3
split up	v	1	wordlist-2
spoken	adj	1	wordlist-1
spoon	n	3	wordlist-1,wordlist-2,wordlist-3
sport	n	3	wordlist-1,wordlist-2,wordlist-3
spread	n	1	wordlist-2
spread	v	1	wordlist-2
spring	n	3	wordlist-1,wordlist-2,wordlist-3
square	adj	3	wordlist-1,wordlist-2,wordlist-3
square	n	3	wordlist-1,wordlist-2,wordlist-3
st	abbr	1	wordlist-3
staff	n	2	wordlist-1,wordlist-2
stage	n	3	wordlist-1,wordlist-2,wordlist-3
stairs	n	2	wordlist-1,wordlist-2
stand	v	3	wordlist-1,wordlist-2,wordlist-3
stand for	phrv	1	wordlist-2
stand up	phrv	3	wordlist-1,wordlist-2,wordlist-3
standard	n	1	wordlist-3
star	n	2	wordlist-1,wordlist-2
start	n	1	wordlist-3
start	v	3	wordlist-1,wordlist-2,wordlist-3
start out	phrv	1	wordlist-1
start over	phrv	1	wordlist-3
state	n	3	wordlist-1,wordlist-2,wordlist-3
state	v	1	wordlist-2
statement	n	1	wordlist-2
station	n	3	wordlist-1,wordlist-2,wordlist-3
statue	n	1	wordlist-3
stay	v	3	wordlist-1,wordlist-2,wordlist-3
stay away	phrv	1	wordlist-2
steal	v	2	wordlist-2,wordlist-3
steam	n	3	wordlist-1,wordlist-2,wordlist-3
steam	v	1	wordlist-3
steep	adj	2	wordlist-1,wordlist-2
stem	n	1	wordlist-2
step	n	1	wordlist-2
step	v	1	wordlist-2
stepdaughter	n	2	wordlist-2,wordlist-3
stepfather	n	2	wordlist-2,wordlist-3
stepmother	n	2	wordlist-2,wordlist-3
stepson	n	2	wordlist-2,wordlist-3
stick	v	1	wordlist-2
sticky	adj	2	wordlist-1,wordlist-2
stiff	adj	3	wordlist-1,wordlist-2,wordlist-3
stiffen	v	1	wordlist-3
stiffness	n	1	wordlist-3
still	adv	3	wordlist-1,wordlist-2,wordlist-3
stir	v	1	wordlist-3
stomach	n	3	wordlist-1,wordlist-2,wordlist-3
stone	n	3	wordlist-1,wordlist-2,wordlist-3
stop	n	3	wordlist-1,wordlist-2,wordlist-3
stop	v	3	wordlist-1,wordlist-2,wordlist-3
stop by	phrv	1	wordlist-1
store	n	2	wordlist-1,wordlist-3
store	v	1	wordlist-1
storm	n	2	wordlist-1,wordlist-2
story	n	3	wordlist-1,wordlist-2,wordlist-3
stove	n	3	wordlist-1,wordlist-2,wordlist-3
straight	adj	3	wordlist-1,wordlist-2,wordlist-3
straight	adv	2	wordlist-1,wordlist-2
strange	adj	2	wordlist-1,wordlist-2
strangely	adv	1	wordlist-2
stranger	n	3	wordlist-1,wordlist-2,wordlist-3
straw	n	1	wordlist-2
stream	n	2	wordlist-1,wordlist-2
street	n	3	wordlist-1,wordlist-2,wordlist-3
strength	n	3	wordlist-1,wordlist-2,wordlist-3
strengthen	v	1	wordlist-3
stress	n	1	wordlist-3
stress	v	1	wordlist-3
stretch	v	3	wordlist-1,wordlist-2,wordlist-3
strict	adj	1	wordlist-2
strike	n	1	wordlist-2
strike	v	1	wordlist-2
string	n	2	wordlist-1,wordlist-2
strip	v	1	wordlist-2
stroke	n	1	wordlist-3
strong	adj	3	wordlist-1,wordlist-2,wordlist-3
strongly	adv	2	wordlist-2,wordlist-3
structure	n	1	wordlist-3
student	n	2	wordlist-1,wordlist-2
study	n	2	wordlist-2,wordlist-3
study	v	3	wordlist-1,wordlist-2,wordlist-3
stuff	n	1	wordlist-3
stupid	adj	3	wordlist-1,wordlist-2,wordlist-3
style	n	3	wordlist-1,wordlist-2,wordlist-3
sub-	prefix	2	wordlist-1,wordlist-2
subject	n	3	wordlist-1,wordlist-2,wordlist-3
substance	n	3	wordlist-1,wordlist-2,wordlist-3
subtract	v	1	wordlist-1
success	n	2	wordlist-1,wordlist-3
such	adj	1	wordlist-2
such	det	2	wordlist-2,wordlist-3
such	pron	1	wordlist-2
such as	prep	1	wordlist-2
sudden	adj	2	wordlist-2,wordlist-3
suddenly	adv	2	wordlist-2,wordlist-3
suffer	v	1	wordlist-3
sugar	n	3	wordlist-1,wordlist-2,wordlist-3
suggest	v	1	wordlist-2
suggestion	n	1	wordlist-2
suit	n	2	wordlist-1,wordlist-2
suitable	adj	1	wordlist-2
suitably	adv	1	wordlist-2
summer	n	3	wordlist-1,wordlist-2,wordlist-3
sun	n	2	wordlist-1,wordlist-2
super-	prefix	2	wordlist-1,wordlist-2
supper	n	1	wordlist-3
supply	n	2	wordlist-1,wordlist-2
supply	v	2	wordlist-1,wordlist-2
support	n	2	wordlist-1,wordlist-3
support	v	2	wordlist-1,wordlist-3
suppose	v	3	wordlist-1,wordlist-2,wordlist-3
sure	adj	3	wordlist-1,wordlist-2,wordlist-3
sure	adv	1	wordlist-2
surely	adv	2	wordlist-2,wordlist-3
surface	n	2	wordlist-1,wordlist-2
surgery	n	1	wordlist-3
surprise	n	3	wordlist-1,wordlist-2,wordlist-3
surprise	v	3	wordlist-1,wordlist-2,wordlist-3
surprised	adj	1	wordlist-1
survival	n	1	wordlist-2
survive	v	1	wordlist-2
suspect	v	1	wordlist-3
suspicion	n	1	wordlist-3
swallow	v	3	wordlist-1,wordlist-2,wordlist-3
sweat	n	2	wordlist-2,wordlist-3
sweat	v	1	wordlist-2
sweep	v	2	wordlist-1,wordlist-2
sweet	adj	3	wordlist-1,wordlist-2,wordlist-3
sweet	n	1	wordlist-3
swell	v	1	wordlist-3
swim	v	3	wordlist-1,wordlist-2,wordlist-3
swimsuit	n	1	wordlist-1
switch	n	1	wordlist-1
switch	v	1	wordlist-1
symbol	n	2	wordlist-1,wordlist-2
symptom	n	2	wordlist-1,wordlist-3
system	n	3	wordlist-1,wordlist-2,wordlist-3
table	n	3	wordlist-1,wordlist-2,wordlist-3
tail	n	2	wordlist-2,wordlist-3
take	v	3	wordlist-1,wordlist-2,wordlist-3
take apart	phrv	1	wordlist-2
take away	phrv	1	wordlist-1
take back	phrv	1	wordlist-1
take care	phr	1	wordlist-3
